2024-07-08 21:53:33,buy,AAPL,0.11513440800935011,226.788
2024-07-08 22:35:22,buy,AAPL,0.05747632680026426,227.178
2024-07-09 16:30:25,buy,AAPL,0.028598372699958328,228.116
2024-07-09 16:30:26,buy,GOOG,0.03387892959210184,192.514
2024-07-10 17:13:06,buy,AAPL,0.215973392078096,231.508
2024-07-10 17:13:07,buy,NVDA,0.3737758839799656,133.768
2024-07-10 19:35:59,buy,AAPL,0.10796189326666093,231.994
2024-07-10 19:36:00,buy,MSFT,0.05417595016115426,462.108
2024-07-10 21:49:28,buy,AAPL,0.05426490237489764,232.038
2024-07-10 21:49:29,buy,MSFT,0.027095080273748545,464.62
